BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
3,3754,31,,312 PENNSYLVANIA AV,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,50,100,5000,,,,,,,5,42,CHARLES BARRON,R6,,,3037540031,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3755,20,TRANSITIONAL HSG-REHAB,396 BELMONT AVENUE,HRA,HUMAN RESOURCES ADMINISTRATION,V9,VACANT LAND/MISC,32,82,2624,I,,,,,,5,37,ERIK MARTIN DILAN,R6,,,3037550020,,,HRA,O,TRANSL HSG - FAMILY,,
3,3767,5,,303 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,,,3037670005,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3767,10,,291 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,,,3037670010,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3767,11,,289 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,,,3037670011,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3767,12,EAST NEW YORK I URA,287 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,,,3037670012,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3767,13,EAST NEW YORK I URA,285 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,,,3037670013,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3773,56,,461 NEW JERSEY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,R6,C2-3,,3037730056,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3775,24,EAST NEW YORK I URA SITE#53,365-67 WYONA STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,R6,C1-3,,3037750024,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3788,31,T. JEFFERSON HS GREENHOUSE/GDN,642 BLAKE AVENUE,EDUC,DEPT OF EDUCATION,V9,VACANT LAND/MISC,19,80,1560,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3037880031,,,EDUC,O,BOTANICAL GARDEN,,
3,3788,32,T. JEFFERSON HS GREENHOUSE/GDN,646 BLAKE AVENUE,EDUC,DEPT OF EDUCATION,V9,VACANT LAND/MISC,19,80,1560,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3037880032,,,EDUC,O,BOTANICAL GARDEN,,
3,3791,25,,467 VERMONT STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,R6,C2-3,,3037910025,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3791,28,,432 WYONA STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,R6,C2-3,,3037910028,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3799,45,EAST NEW YORK I UR SITE,473 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3037990045,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3799,46,,471 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3037990046,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3799,47,,469 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3037990047,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3799,48,,467 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,M1-1,,,3037990048,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3799,49,,465 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,M1-1,,,3037990049,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3799,50,,461 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,M1-1,,,3037990050,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3799,51,,459 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,30,100,3000,,,,,,,5,42,CHARLES BARRON,M1-1,,,3037990051,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3800,1,,481-503 LIVONIA AVENUE,MIXED,CITY AND NON-CITY OWNERSHIP,V9,VACANT LAND/MISC,100,200,20000,I,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3038000001,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3801,1,,441 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,50,100,5000,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3038010001,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3801,3,,435 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,50,100,5000,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3038010003,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3802,1,ALABAMA AVENUE PLAYGROUND,461 WILLIAMS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,300,200,40000,I,,,,,,5,42,CHARLES BARRON,PARK,,,3038020001,,Y,PARKS,O,PARK,,
3,3803,6,,459-55 ALABAMA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,100,100,10000,,,,,,,5,42,CHARLES BARRON,R6,,,3038030006,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3804,1,LOT 38 & 50 MERGED INTO LOT 1,487 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,140,100,13880,I,,,,,,5,42,CHARLES BARRON,R6,,,3038040001,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,4585,222,SPRING CREEK PARK,DREW ST,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,40,200,17281,I,,,,,,5,42,CHARLES BARRON,PARK,,,3045850222,Y,,PARKS,O,PARK,,
3,3805,6,,483 SHEFFIELD AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,30,95,2850,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3038050006,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3805,23,URBAN STRATEGIES DCC PLAYLOT,447 SHEFFIELD AVENUE,ACS,ADMIN FOR CHILDREN'S SERVICES,V9,VACANT LAND/MISC,25,95,2375,,,,,,,5,42,CHARLES BARRON,R6,,,3038050023,,Y,ACS,O,ACCESSORY PLAY AREA,,
3,3805,24,URBAN STRATEGIES DCC PLAYLOT,441 SHEFFIELD AVENUE,ACS,ADMIN FOR CHILDREN'S SERVICES,V9,VACANT LAND/MISC,40,95,3800,,,,,,,5,42,CHARLES BARRON,R6,,,3038050024,,Y,ACS,O,ACCESSORY PLAY AREA,,
3,3809,27,FIRST TEMPLE OF DAVID PARK,494 BRADFORD STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,100,2400,,,,,,,5,42,CHARLES BARRON,R6,,,3038090027,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3809,38,PS 53 PARK,38   522 BRADFORD STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,27,100,2725,,,,,,,5,42,CHARLES BARRON,R6,,,3038090038,,,PARKS,O,COMMUNITY GARDEN,,
3,3811,17,BROWNSVILLE II URA SITE #140,651 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110017,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,18,BROWNSVILLE II URA SITE #140,649 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110018,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,19,BROWNSVILLE II URA SITE #140,647 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110019,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,21,BROWNSVILLE II URA SITE #140,643 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110021,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,23,BROWNSVILLE II URA SITE #140,300 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,80,1600,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110023,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,24,BROWNSVILLE II URA SITE #140,352 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,80,1600,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110024,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,26,BROWNSVILLE II URA SITE #140,358 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,80,1600,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110026,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,27,,386 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110027,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3811,124,BROWNSVILLE II URA SITE #140,354 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,80,1600,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038110124,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3812,19,BROWNSVILLE II URA SITE #141,362 LIVONIA AV,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,19,51,979,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038120019,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3812,20,,364 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,27,51,1391,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038120020,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3812,21,,368 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,,,,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038120021,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3812,22,,376 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,40,100,4000,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038120022,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3812,121,,372 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,,,,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038120121,,Y,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3814,120,POWELL STREET LIVONIA GARDEN,POWELL STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,100,200,20000,,,,,,,16,42,CHARLES BARRON,R6,C2-4,,3038140120,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3817,19,,492 LIVONIA AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,80,1600,,,,,,,5,42,CHARLES BARRON,R6,C2-3,,3038170019,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3828,1,FLOYD PATTERSON PARK,0 STONE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,500,200,100000,,,,,,,16,42,CHARLES BARRON,PARK,,,3038280001,,Y,PARKS,O,PARK,,
3,3833,43,,554 SNEDIKER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,22,100,2258,,,,,,,5,42,CHARLES BARRON,R6,,,3038330043,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3833,44,,558 SNEDIKER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2550,,,,,,,5,42,CHARLES BARRON,R6,,,3038330044,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3833,47,,429 NEWPORT AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,42,CHARLES BARRON,R6,,,3038330047,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3854,1,UNITED COMM CENTERS GARDEN,NEW LOTS AVE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,26,105,2534,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540001,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,2,UNITED COMM CENTERS GARDEN,ALABAMA AVE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,20,87,1740,,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540002,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,3,UNITED COMM CENTERS GARDEN,601 ALABAMA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,20,87,1740,,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540003,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,4,UNITED COMM CENTERS GARDEN,599 ALABAMA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,21,87,1827,,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540004,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,5,UNITED COMM CENTERS GARDEN,520 NEWPORT STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,80,37,2154,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540005,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,7,UNITED COMM CENTERS GARDEN,303 NEW LOTS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,31,74,1509,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540007,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,8,UNITED COMM CENTERS GARDEN,299 NEW LOTS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,21,83,1675,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540008,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,9,UNITED COMM CENTERS GARDEN,297 NEW LOTS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,26,85,2038,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540009,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,10,UNITED COMM CENTERS GARDEN,293 NEW LOTS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,26,94,2767,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540010,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,11,UNITED COMM CENTERS GARDEN,291 NEW LOTS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,26,79,2692,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540011,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,12,UNITED COMM CENTERS GARDEN,287 NEW LOTS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,26,88,2206,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540012,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3854,13,UNITED COMM CENTERS GARDEN,285 NEW LOTS AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,26,97,2425,I,,,,,,5,42,CHARLES BARRON,R6,C1-3,,3038540013,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3856,5,NEHEMIAH PLAN PHASE II,569 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,42,CHARLES BARRON,R6,C2-3,,3038560005,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3857,1,NEHEMIAH PLAN PHASE II,93 NEW LOTS AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,21,85,1680,I,,,,,,16,42,CHARLES BARRON,R6,C2-3,,3038570001,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3857,24,NEHEMIAH PLAN PHASE II,103 NEW LOTS AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,75,1507,I,,,,,,16,42,CHARLES BARRON,R6,C2-3,,3038570024,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3857,25,NEHEMIAH PLAN PHASE II,101 NEW LOTS AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,21,73,1549,I,,,,,,16,42,CHARLES BARRON,R6,C2-3,,3038570025,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3857,26,NEHEMIAH PLAN PHASE II,99 NEW LOTS AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,21,69,1637,I,,,,,,16,42,CHARLES BARRON,R6,C2-3,,3038570026,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3857,27,NEHEMIAH PLAN PHASE II,95 NEW LOTS AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,21,78,1506,I,,,,,,16,42,CHARLES BARRON,R6,C2-3,,3038570027,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3858,1,POWELL ST BLOCK ASSOC PARK,633 POWELL STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,73,830,I,,,,,,16,42,CHARLES BARRON,R6,C2-3,,3038580001,,,PARKS,O,COMMUNITY GARDEN,,
3,3865,24,,170 NEW LOTS AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,9,87,1811,I,,,,,,17,42,CHARLES BARRON,M1-1,,,3038650024,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3865,25,,172 NEW LOTS AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2009,I,,,,,,17,42,CHARLES BARRON,M1-1,,,3038650025,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3865,26,,174 NEW LOTS AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,107,2149,I,,,,,,17,42,CHARLES BARRON,M1-1,,,3038650026,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3865,27,,178 NEW LOTS AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,107,1872,I,,,,,,17,42,CHARLES BARRON,M1-1,,,3038650027,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3865,46,,666 SNEDIKER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,22,100,2250,,,,,,,17,42,CHARLES BARRON,R6,,,3038650046,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3865,47,,668 SNEDIKER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,22,100,2250,,,,,,,17,42,CHARLES BARRON,R6,,,3038650047,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3866,41,,642 HINSDALE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,42,CHARLES BARRON,R6,,,3038660041,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3866,68,,1745 LINDEN BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,90,1800,,,,,,,5,42,CHARLES BARRON,R6,,,3038660068,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3871,51,FLATLANDS FAMILY RESIDENCE,108-75 AVENUE D,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,73,26,1918,I,,,,,,18,42,CHARLES BARRON,R6,,,3038710051,,,DHS,O,TRANSL HSG - FAMILY,,
3,3880,65,FLATLANDS INDUSTRIAL PARK,VAN SINDEREN AVE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,386,180,69615,I,,,,,,18,42,CHARLES BARRON,M1-1,,,3038800065,,,DCAS,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,3880,65,FLATLANDS INDUSTRIAL PARK,VAN SINDEREN AVE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,386,180,69615,I,,,,,,18,42,CHARLES BARRON,M1-1,,,3038800065,,,EDC,O,IN USE-TENANTED,FINAL COMMITMNT-DISP,LONG-TERM AGREEMENT
3,3888,57,,BARBEY ST,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,25,44,1087,I,,,,,,5,37,ERIK MARTIN DILAN,R3-1,,,3038880057,,,DCAS,O,NO USE-VACANT LAND,,
3,3903,1,,HIGHLAND PL,DOT,DEPT OF TRANSPORTATION,V9,VACANT LAND/MISC,38,27,527,I,,,,,,5,37,ERIK MARTIN DILAN,R4,,,3039030001,,,DOT,O,ROAD/HIGHWAY,,
3,3962,34,,511 LIBERTY AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-1,,,3039620034,,,DCAS,O,NO USE-VACANT LAND,,
3,3976,1,SHIELD OF FAITH GARDEN,85 MONTAUK AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,18,100,1875,,,,,,,5,37,ERIK MARTIN DILAN,R5,C1-3,,3039760001,,,PARKS,O,COMMUNITY GARDEN,,
3,3976,3,SHIELD OF FAITH GARDEN,81 MONTAUK AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,18,100,1875,,,,,,,5,37,ERIK MARTIN DILAN,R5,C1-3,,3039760003,,,PARKS,O,COMMUNITY GARDEN,,
3,3976,4,SHIELD OF FAITH GARDEN,79 MONTAUK AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,18,100,1875,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3039760004,,,PARKS,O,COMMUNITY GARDEN,,
3,3976,75,FAITH HOPE CHARITY DCC PLAYLOT,839 LIBERTY AVENUE,ACS,ADMIN FOR CHILDREN'S SERVICES,V9,VACANT LAND/MISC,100,70,7000,,,,,,,5,37,ERIK MARTIN DILAN,R5,C1-3,,3039760075,,,ACS,O,PLAYGROUND,,
3,3978,35,GLENMORE HENDRIX BL ASSOC GARD,555 GLENMORE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,55,1375,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3039780035,,,PARKS,O,COMMUNITY GARDEN,,
3,3979,31,CLARA'S GARDEN,579 GLENMORE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,75,1875,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3039790031,,,PARKS,O,COMMUNITY GARDEN,,
